hhld_id,premium,loss_amount,loss_ratio,future_clm_ind
16468,150.3,1258.880311,8.375783841,1
7956,120.24,0,0,0
3297,282.6,0,0,0
8256,72,0,0,0
14958,167,814.3989265,4.876640278,1
5716,133.6,0,0,0
16441,133.6,0,0,0
14571,133.6,0,0,0
19029,177.84,0,0,0
3981,105,1917.360276,18.26057406,1
15199,167,0,0,0
12575,150.3,0,0,0
8440,80,0,0,0
18839,314,942.0274902,3.000087548,1
637,167,0,0,0
14713,133.6,0,0,0
11678,105,0,0,0
3893,105,0,0,0
13255,75.6,0,0,0
13297,94.5,0,0,0
2213,80,0,0,0
15505,314,0,0,0
17467,72,0,0,0
327,167,0,0,0
10381,257.6,0,0,0
10801,197.6,0,0,0
9842,133.6,0,0,0
19218,133.6,0,0,0
11219,167,0,0,0
10620,150.3,0,0,0
3857,72,0,0,0
14796,105,0,0,0
553,167,490.9585299,2.939871436,1
8362,167,0,0,0
820,260,845.404625,3.25155625,1
17787,278.1,0,0,0
12312,167,0,0,0
14649,180,0,0,0
5048,133.6,0,0,0
4461,100,0,0,0
1177,167,0,0,0
15072,226.08,0,0,0
19756,167,0,0,0
14125,133.6,0,0,0
12654,167,839.7306267,5.028327106,1
2767,150.3,0,0,0
1805,120.24,0,0,0
3747,167,0,0,0
19688,84,0,0,0
1161,139.5,0,0,0
19968,90,0,0,0
425,120.24,0,0,0
7952,120.24,0,0,0
2561,80,0,0,0
666,94.5,0,0,0
19236,207,0,0,0
16372,167,0,0,0
1173,120.24,0,0,0
1199,90,0,0,0
12450,167,0,0,0
10630,197.6,0,0,0
13113,105,1151.12148,10.96306172,1
1490,222.3,0,0,0
14214,75.6,0,0,0
12080,72,0,0,0
13889,309,0,0,0
3957,167,0,0,0
7254,100,0,0,0
2711,267.3,0,0,0
3006,177.84,0,0,0
4188,94.5,0,0,0
17515,150.3,1323.583499,8.80627744,1
7142,297,0,0,0
8552,144,0,0,0
82,167,0,0,0
13258,257.6,0,0,0
11342,289.8,0,0,0
5177,197,0,0,0
11545,167,0,0,0
14997,197.6,0,0,0
11779,120.24,0,0,0
9961,474,0,0,0
17799,105,0,0,0
19028,148,0,0,0
12148,100,0,0,0
9626,133.6,0,0,0
17922,133.6,0,0,0
4170,105,0,0,0
5901,167,1865.577867,11.17112495,1
16780,120.24,0,0,0
807,167,0,0,0
18506,94.5,0,0,0
3828,167,0,0,0
14341,100,1405.537654,14.05537654,1
13768,167,0,0,0
3328,84,0,0,0
11907,309,732.3409089,2.370035304,1
6765,177.84,0,0,0
1983,167,0,0,0
9985,120.24,0,0,0
12212,90,0,0,0
17367,309,0,0,0
17653,133.6,0,0,0
8548,133.6,0,0,0
108,150,0,0,0
2226,446,0,0,0
16298,150.3,0,0,0
274,150.3,0,0,0
15623,167,0,0,0
14700,150.3,0,0,0
2335,120.24,0,0,0
17053,94.5,0,0,0
190,197.6,0,0,0
12308,133.6,0,0,0
6023,150.3,0,0,0
952,167,0,0,0
5591,278.1,0,0,0
10253,133.6,0,0,0
802,247.2,0,0,0
13027,162,0,0,0
12239,120.24,0,0,0
16451,80,0,0,0
4521,177.84,0,0,0
9334,247.2,0,0,0
8697,120.24,0,0,0
16544,167,0,0,0
9794,167,0,0,0
12515,150.3,0,0,0
4008,100,0,0,0
4511,150.3,0,0,0
1508,155,0,0,0
7769,129.6,0,0,0
18084,167,0,0,0
17986,133.6,0,0,0
3974,133.6,0,0,0
5511,314,657.1690789,2.092895156,1
5039,197.6,0,0,0
3526,100,0,0,0
17738,94.5,0,0,0
5922,167,0,0,0
4450,150.3,0,0,0
11086,150.3,0,0,0
13234,267.2,0,0,0
12462,133.6,0,0,0
3173,167,0,0,0
14595,230,0,0,0
18169,150.3,0,0,0
13812,100,0,0,0
17776,100,0,0,0
11839,150.3,0,0,0
9960,167,0,0,0
14135,120.24,0,0,0
15630,150.3,0,0,0
11627,150.3,0,0,0
11338,94.5,0,0,0
16136,167,0,0,0
8845,150.3,0,0,0
15965,150.3,0,0,0
6653,247,0,0,0
10073,100,0,0,0
9573,309,0,0,0
19706,167,0,0,0
3921,133.6,0,0,0
8514,184,0,0,0
2301,133.6,0,0,0
5471,94.5,0,0,0
10198,167,0,0,0
2549,105,0,0,0
16508,75.6,0,0,0
17779,222.3,0,0,0
4436,167,0,0,0
3674,180,0,0,0
2000,167,0,0,0
11740,167,1918.815566,11.48991357,1
7976,167,0,0,0
4316,84.24,0,0,0
13439,200.4,0,0,0
15455,167,0,0,0
546,150.3,0,0,0
14991,120.24,0,0,0
15635,150.3,0,0,0
6491,222.3,0,0,0
11505,150.3,0,0,0
17115,278.1,0,0,0
14050,167,0,0,0
18162,356.8,0,0,0
11249,150.3,0,0,0
17348,257.6,0,0,0
9081,144,0,0,0
486,72,0,0,0
9885,105,0,0,0
1487,150.3,0,0,0
15649,105,0,0,0
17954,384,0,0,0
19825,167,0,0,0
7827,90,1260.883877,14.00982085,1
16292,167,0,0,0
19188,94.5,0,0,0
3423,309,0,0,0
5171,133.6,0,0,0
12897,314,0,0,0
7099,80,0,0,0
6809,247,0,0,0
19385,84,0,0,0
8195,384,0,0,0
13848,150.3,0,0,0
18657,307.2,0,0,0
10516,120.24,0,0,0
2879,105,0,0,0
8010,133.6,0,0,0
6619,167,0,0,0
6522,150.3,0,0,0
14308,197.6,0,0,0
1124,546,0,0,0
6662,247.2,0,0,0
18074,133.6,0,0,0
3846,129.6,0,0,0
1870,167,0,0,0
18802,100,0,0,0
2345,167,0,0,0
18595,133.6,0,0,0
1257,117,0,0,0
632,162,0,0,0
4221,150.3,0,0,0
5777,133.6,0,0,0
9501,111.6,0,0,0
10308,167,0,0,0
19754,84,0,0,0
3548,226.08,0,0,0
14754,105,0,0,0
1055,133.6,0,0,0
7293,167,0,0,0
7982,150.3,1030.826584,6.858460308,1
17126,226.08,0,0,0
7432,247,0,0,0
9421,120.24,0,0,0
11847,167,0,0,0
8699,150.3,0,0,0
19172,222.48,0,0,0
19352,197.6,0,0,0
12496,167,0,0,0
17964,167,0,0,0
18926,289.8,431.4068056,1.48863632,1
10619,100,0,0,0
1369,94.5,0,0,0
19568,222.48,0,0,0
19283,120.24,0,0,0
5545,100,1318.206505,13.18206505,1
4958,72,0,0,0
18725,222.48,0,0,0
11448,133.6,0,0,0
12682,94.5,0,0,0
7262,150.3,0,0,0
12965,150.3,0,0,0
828,167,0,0,0
17398,167,0,0,0
963,167,0,0,0
9495,167,0,0,0
2519,94.5,0,0,0
2444,150.3,0,0,0
4022,148,0,0,0
14969,197.6,0,0,0
11561,94.5,0,0,0
11127,150.3,0,0,0
7672,162,0,0,0
5712,80,0,0,0
4228,167,0,0,0
4203,167,0,0,0
14605,167,0,0,0
19204,167,0,0,0
6961,150.3,0,0,0
18049,72,0,0,0
16690,167,0,0,0
16524,150.3,0,0,0
12439,167,0,0,0
6134,150.3,0,0,0
2588,167,0,0,0
18195,133.6,0,0,0
9238,100,0,0,0
2053,237.6,0,0,0
12545,384,0,0,0
18793,341.28,0,0,0
6409,233.1,0,0,0
13488,167,0,0,0
14541,120.24,0,0,0
2650,247.2,0,0,0
6137,120.24,0,0,0
19666,282.6,0,0,0
17418,345.6,0,0,0
11859,356.8,0,0,0
4058,72,0,0,0
15999,242,0,0,0
7269,233.1,0,0,0
9722,333.72,999.7474531,2.995767269,1
19370,133.6,0,0,0
15210,80,0,0,0
7184,80,0,0,0
9030,75.6,0,0,0
2579,247,0,0,0
7391,177.84,0,0,0
148,133.6,0,0,0
8980,251.2,0,0,0
15813,150.3,0,0,0
10351,120.24,0,0,0
18726,133.6,0,0,0
6658,222.3,0,0,0
10788,222.48,0,0,0
11253,120.24,0,0,0
13262,120.24,0,0,0
15000,150.3,0,0,0
14927,133.6,0,0,0
8930,133.6,0,0,0
7285,247.2,0,0,0
1848,247,0,0,0
693,167,0,0,0
4109,167,1582.337806,9.475076681,1
5162,133.6,0,0,0
19301,177.84,0,0,0
17501,72,0,0,0
3305,167,0,0,0
12961,120.24,0,0,0
10295,133.6,0,0,0
7711,278.1,0,0,0
11710,150.3,0,0,0
6839,133.6,0,0,0
4466,162,0,0,0
10333,150.3,1253.337351,8.338904533,1
13218,177.84,0,0,0
14514,72,0,0,0
13156,133.6,0,0,0
119,133.6,0,0,0
2293,133.6,0,0,0
18484,129.6,0,0,0
3767,105,0,0,0
4583,120.24,0,0,0
9697,167,0,0,0
11533,150.3,0,0,0
2030,133.2,0,0,0
1812,345.6,0,0,0
5914,150.3,0,0,0
2805,133.6,0,0,0
18639,150.3,0,0,0
14830,150.3,0,0,0
7106,247,0,0,0
19277,251.2,0,0,0
15375,133.6,0,0,0
15494,167,0,0,0
7628,133.6,0,0,0
15745,150.3,0,0,0
5423,247,0,0,0
12095,167,0,0,0
19327,94.5,0,0,0
6911,84,0,0,0
7837,167,0,0,0
16151,80,0,0,0
801,167,0,0,0
9029,133.6,0,0,0
1464,105,0,0,0
4508,150.3,0,0,0
11242,133.6,0,0,0
13249,314,1112.527797,3.543082155,1
10403,237.6,0,0,0
8641,167,0,0,0
1925,222.3,0,0,0
5551,167,0,0,0
561,150.3,0,0,0
15858,167,0,0,0
12764,120.24,0,0,0
17554,150.3,0,0,0
6597,150.3,0,0,0
489,150.3,0,0,0
692,133.6,0,0,0
15985,167,0,0,0
3405,150.3,0,0,0
14004,133.6,0,0,0
9267,133.6,0,0,0
18835,105,0,0,0
10545,314,0,0,0
5670,150.3,0,0,0
13936,150.3,0,0,0
3312,167,0,0,0
4192,167,0,0,0
4158,150.3,0,0,0
12774,105,0,0,0
18380,150.3,1234.756542,8.21527972,1
16758,120.24,0,0,0
18913,167,0,0,0
5138,267.3,0,0,0
3822,75.6,0,0,0
7822,282.6,0,0,0
2888,247.2,0,0,0
11183,162,0,0,0
7946,314,0,0,0
11629,167,0,0,0
18387,100,0,0,0
3530,474,0,0,0
4750,133.6,0,0,0
6143,120.24,0,0,0
10907,94.5,0,0,0
13967,80,0,0,0
19315,100,0,0,0
4063,150.3,0,0,0
15314,222.3,0,0,0
13861,133.6,0,0,0
3909,133.6,0,0,0
3415,222.3,0,0,0
16623,167,0,0,0
13245,150.3,0,0,0
19994,100,1538.285163,15.38285163,1
4903,84,0,0,0
12902,180,0,0,0
17005,177.84,0,0,0
5481,94.5,0,0,0
8211,180,0,0,0
2231,167,0,0,0
6680,282.6,0,0,0
17311,90,0,0,0
10238,150.3,0,0,0
4819,80,0,0,0
3676,167,0,0,0
17087,120.24,0,0,0
3277,251.2,0,0,0
13017,222.48,0,0,0
10585,150.3,0,0,0
16267,75.6,0,0,0
3819,279,0,0,0
5243,133.6,0,0,0
9206,105,0,0,0
2697,150.3,0,0,0
7222,129.6,0,0,0
18070,167,921.7358485,5.519376339,1
18625,167,0,0,0
6959,167,0,0,0
3422,105,0,0,0
12826,167,0,0,0
4211,150.3,0,0,0
12790,120.24,0,0,0
3505,120.24,0,0,0
9469,120.24,0,0,0
11587,105,0,0,0
12347,133.6,0,0,0
14017,105,0,0,0
2837,251.2,0,0,0
10894,93.6,0,0,0
10165,84,0,0,0
18627,75.6,0,0,0
10963,167,0,0,0
18789,167,0,0,0
17094,282.6,0,0,0
13266,133.6,0,0,0
17463,309,0,0,0
10296,148,0,0,0
10087,133.6,0,0,0
1085,105,0,0,0
2414,120.24,0,0,0
12972,251.2,0,0,0
800,167,0,0,0
12413,105,0,0,0
4061,197.6,0,0,0
19914,167,0,0,0
10076,247,0,0,0
798,222.48,0,0,0
18384,72,0,0,0
2867,222.3,0,0,0
9294,167,0,0,0
6692,120.24,0,0,0
4901,167,0,0,0
6563,309,0,0,0
4292,314,0,0,0
12836,100,0,0,0
9773,133.6,0,0,0
8337,84,0,0,0
16228,94.5,0,0,0
10734,105,0,0,0
7940,197.6,0,0,0
11314,80,0,0,0
15690,180,0,0,0
1309,309,0,0,0
19153,100,0,0,0
6739,167,0,0,0
3481,307.2,0,0,0
13354,314,0,0,0
12794,105,0,0,0
5645,100,0,0,0
7288,167,0,0,0
12052,117,0,0,0
9367,80,0,0,0
8328,217.8,0,0,0
6583,100,0,0,0
10507,150.3,0,0,0
19556,167,0,0,0
14769,541,0,0,0
19986,100,0,0,0
9976,150.3,0,0,0
12766,167,0,0,0
13453,150.3,0,0,0
18033,105,1460.506683,13.90958745,1
10805,84,0,0,0
11963,150.3,0,0,0
12908,150.3,0,0,0
6252,167,0,0,0
19039,150.3,0,0,0
10349,222.48,0,0,0
436,251.2,0,0,0
16901,93.6,0,0,0
7787,379.2,0,0,0
13551,167,0,0,0
9290,278.1,0,0,0
16631,167,1014.758243,6.076396662,1
3845,186.48,0,0,0
2826,226.08,0,0,0
12701,133.6,0,0,0
7604,167,0,0,0
7193,100,0,0,0
7725,167,0,0,0
13446,167,0,0,0
17643,278.1,0,0,0
1659,167,0,0,0
16050,222.3,0,0,0
4013,259,0,0,0
7551,100,0,0,0
12457,167,0,0,0
717,247,0,0,0
12970,105,0,0,0
15380,247,0,0,0
5150,167,0,0,0
13587,177.84,0,0,0
9712,90,0,0,0
17850,90,0,0,0
9001,167,0,0,0
8876,150.3,0,0,0
9034,133.6,0,0,0
17704,100,0,0,0
14373,120.24,0,0,0
8105,314,0,0,0
4481,84.24,0,0,0
10935,167,844.3183276,5.055798369,1
13415,222.3,0,0,0
8582,126,0,0,0
18719,309,0,0,0
3486,297,0,0,0
8707,167,0,0,0
13391,150.3,0,0,0
6122,247.2,0,0,0
602,167,0,0,0
13057,80,0,0,0
12707,105,0,0,0
17301,133.6,0,0,0
3216,150.3,0,0,0
6591,150.3,0,0,0
12711,169.2,0,0,0
10324,80,0,0,0
13068,167,0,0,0
73,401.4,0,0,0
10502,133.6,0,0,0
12763,133.6,0,0,0
13131,84,0,0,0
19206,278.1,0,0,0
16171,133.6,0,0,0
7112,267.2,0,0,0
1552,133.6,0,0,0
7741,100,0,0,0
16567,167,0,0,0
18234,94.5,0,0,0
4421,133.6,0,0,0
7352,278.1,0,0,0
14903,434,0,0,0
17176,133.6,0,0,0
3998,100,0,0,0
2775,133.6,0,0,0
9955,133.6,0,0,0
18492,90,0,0,0
10636,133.6,0,0,0
8775,167,0,0,0
326,167,814.8020094,4.879053949,1
19161,247.2,0,0,0
902,278.1,0,0,0
19324,120.24,0,0,0
4272,80,0,0,0
6841,80,0,0,0
8401,133.6,0,0,0
7664,167,0,0,0
12812,105,0,0,0
18367,150.3,0,0,0
1022,282.6,0,0,0
17582,120.24,0,0,0
17494,167,0,0,0
1202,167,0,0,0
15830,226.08,0,0,0
8317,150.3,0,0,0
3037,314,0,0,0
7468,177.84,0,0,0
787,167,0,0,0
15921,247.2,0,0,0
3683,105,0,0,0
15952,309,0,0,0
10573,90,0,0,0
7406,309,0,0,0
6114,177.84,0,0,0
15595,100,0,0,0
11077,167,0,0,0
9047,133.6,0,0,0
9679,155,0,0,0
18000,222.48,0,0,0
7637,167,0,0,0
1323,133.6,0,0,0
13371,100.8,0,0,0
2257,167,0,0,0
16737,247,0,0,0
13987,247,0,0,0
13596,167,0,0,0
5573,167,0,0,0
16624,436.8,0,0,0
16529,446,0,0,0
17504,247,0,0,0
15106,105,0,0,0
16199,133.6,0,0,0
18128,84,0,0,0
4730,150.3,0,0,0
2750,133.2,0,0,0
2059,150.3,0,0,0
7614,446,0,0,0
9906,167,0,0,0
6668,133.6,0,0,0
14891,150.3,0,0,0
16330,167,0,0,0
12427,322,0,0,0
2576,120.24,0,0,0
10586,133.6,0,0,0
5592,167,0,0,0
2743,120.24,0,0,0
7627,133.6,0,0,0
11532,407,0,0,0
13263,167,0,0,0
7881,105.3,0,0,0
10472,222.3,0,0,0
8002,167,0,0,0
6063,207.2,0,0,0
10205,150.3,0,0,0
7968,167,0,0,0
2094,167,0,0,0
14199,167,0,0,0
14448,120.24,0,0,0
409,150.3,0,0,0
13816,167,0,0,0
2620,177.84,0,0,0
11266,167,0,0,0
16498,185,0,0,0
9490,100,0,0,0
11164,133.6,0,0,0
122,150.3,1459.745166,9.712210021,1
14544,167,0,0,0
2757,100,0,0,0
15084,379.2,0,0,0
17754,100,0,0,0
10866,231.84,0,0,0
7786,133.2,0,0,0
12154,197.6,0,0,0
3600,133.6,0,0,0
4953,257.6,0,0,0
9769,120.24,0,0,0
3136,133.6,0,0,0
3967,133.6,0,0,0
8674,80,0,0,0
15599,167,0,0,0
48,193.6,0,0,0
6889,120.24,0,0,0
18716,133.6,0,0,0
10187,150.3,0,0,0
9552,167,0,0,0
4174,150.3,0,0,0
17899,150.3,0,0,0
8651,180,0,0,0
19735,167,0,0,0
13610,247.2,0,0,0
9262,162,0,0,0
3064,133.6,0,0,0
12791,247.2,0,0,0
5139,167,0,0,0
1986,247,0,0,0
13580,282.6,0,0,0
1701,150.3,0,0,0
15817,314,0,0,0
9545,184,0,0,0
13473,278.1,0,0,0
12817,314,0,0,0
19406,167,0,0,0
13170,282.6,0,0,0
368,167,0,0,0
10153,167,0,0,0
8226,84,0,0,0
1102,133.6,0,0,0
8983,150.3,0,0,0
8830,177.84,0,0,0
2847,133.6,0,0,0
1585,150.3,0,0,0
14918,167,0,0,0
19168,180,0,0,0
11099,133.6,0,0,0
7074,322,0,0,0
16882,133.6,0,0,0
5228,94.5,0,0,0
3677,133.6,0,0,0
16603,105,0,0,0
17203,133.6,0,0,0
17072,150.3,0,0,0
6322,150.3,0,0,0
2976,144,0,0,0
6670,222.3,0,0,0
7165,167,0,0,0
18698,167,0,0,0
15141,167,0,0,0
18332,167,0,0,0
10315,384,0,0,0
14999,90,0,0,0
8671,72,0,0,0
248,222.3,0,0,0
10527,167,0,0,0
4418,345.6,0,0,0
947,167,1481.034656,8.868470993,1
13723,257.6,0,0,0
5799,133.6,0,0,0
10267,150.3,0,0,0
12442,94.5,0,0,0
15653,133.6,0,0,0
12068,314,0,0,0
6011,384,0,0,0
16342,167,0,0,0
6085,167,0,0,0
15503,80,0,0,0
12609,120.24,0,0,0
15953,314,0,0,0
9555,150.3,0,0,0
10072,297,0,0,0
11109,72,0,0,0
14737,251.2,0,0,0
7497,100,0,0,0
7019,222.48,0,0,0
7594,94.5,0,0,0
4547,162,0,0,0
2759,314,0,0,0
13288,90,0,0,0
522,133.6,0,0,0
18654,184,0,0,0
8314,133.6,0,0,0
14490,237.6,0,0,0
3282,120.24,0,0,0
1798,155,0,0,0
13356,133.6,0,0,0
4553,167,0,0,0
13333,208,0,0,0
8986,150.3,0,0,0
1196,133.6,0,0,0
2601,133.6,0,0,0
4610,150.3,0,0,0
9757,94.5,0,0,0
653,401.4,0,0,0
826,167,0,0,0
14422,105.3,0,0,0
14074,133.6,0,0,0
1059,150.3,0,0,0
17640,150.3,0,0,0
5742,222.3,0,0,0
11730,117,0,0,0
1540,120.24,0,0,0
19576,167,0,0,0
15918,390.6,0,0,0
16541,309,0,0,0
1706,222.3,0,0,0
5324,105,0,0,0
17309,155,0,0,0
19612,94.5,0,0,0
2382,177.84,0,0,0
7560,186.48,0,0,0
3966,133.6,0,0,0
8765,167,0,0,0
17045,307.2,0,0,0
10313,222.3,498.0516001,2.240448044,1
17595,167,0,0,0
4449,133.6,0,0,0
1846,167,0,0,0
5085,157.6,0,0,0
2421,167,0,0,0
18885,117,0,0,0
7544,150.3,0,0,0
10533,226.08,0,0,0
19187,150.3,627.491853,4.174929162,1
5005,111.6,0,0,0
4194,120.24,0,0,0
2574,321.6,0,0,0
6539,247,0,0,0
1661,75.6,0,0,0
14374,150.3,0,0,0
15615,120.24,0,0,0
1166,100,0,0,0
13479,150.3,0,0,0
13229,322,0,0,0
3073,486.9,0,0,0
836,80,0,0,0
17883,84,0,0,0
6520,120.24,0,0,0
5821,251.2,0,0,0
19562,129.6,0,0,0
8067,289.8,1210.837958,4.17818481,1
4303,167,0,0,0
9829,133.6,0,0,0
11736,150.3,0,0,0
3256,282.6,0,0,0
2075,84.24,0,0,0
126,474,0,0,0
13201,105,803.2427977,7.649931407,1
2085,150.3,0,0,0
15849,278.1,0,0,0
4861,167,1212.019761,7.257603361,1
10716,486.9,0,0,0
4474,144,0,0,0
11133,167,0,0,0
4101,105,0,0,0
12560,120.24,0,0,0
14198,167,0,0,0
12375,150.3,0,0,0
8212,197.6,0,0,0
10895,124,0,0,0
18006,167,0,0,0
6009,133.6,0,0,0
18208,289.8,0,0,0
493,167,0,0,0
6512,150.3,0,0,0
4359,100,0,0,0
18241,90,0,0,0
4434,105,0,0,0
19708,395,0,0,0
5613,150.3,0,0,0
18004,167,0,0,0
8320,384,0,0,0
8378,222.3,0,0,0
16932,120,0,0,0
14743,185,0,0,0
1348,80,0,0,0
15150,167,0,0,0
6954,150.3,0,0,0
6838,167,0,0,0
14111,133.6,0,0,0
4940,133.6,0,0,0
12359,167,0,0,0
18956,150.3,0,0,0
7846,278.1,0,0,0
965,197.6,0,0,0
10775,100,0,0,0
18251,80,0,0,0
13898,167,0,0,0
11552,167,0,0,0
1200,251.2,0,0,0
3022,231.84,0,0,0
7896,133.6,0,0,0
18348,276.48,0,0,0
1077,150.3,0,0,0
1439,309,0,0,0
5016,247.2,0,0,0
18400,167,0,0,0
18981,247.2,0,0,0
15526,251.2,0,0,0
14222,177.84,0,0,0
1062,150.3,0,0,0
14992,177.84,0,0,0
6005,167,0,0,0
18216,167,0,0,0
18406,100,0,0,0
3810,247,0,0,0
7780,167,0,0,0
14462,226.08,0,0,0
8591,100,0,0,0
8093,120.24,0,0,0
6164,197.6,0,0,0
8614,167,0,0,0
3637,133.6,0,0,0
15337,144,0,0,0
12279,177.84,0,0,0
18335,197.6,0,0,0
8929,75.6,0,0,0
4771,150.3,0,0,0
19341,84,0,0,0
10803,150.3,0,0,0
2544,120.24,0,0,0
19171,120.24,0,0,0
1082,120.24,0,0,0
369,469,0,0,0
11690,235,0,0,0
2283,150.3,0,0,0
9374,80,0,0,0
5508,222.3,1208.717906,5.437327511,1
15571,167,0,0,0
15573,150.3,1695.769709,11.28256626,1
10410,150.3,0,0,0
4433,167,0,0,0
1644,120.24,0,0,0
3082,167,1228.185155,7.354402124,1
1898,133.6,0,0,0
12231,167,0,0,0
3461,120.24,0,0,0
114,309,0,0,0
16103,90,0,0,0
17513,133.6,0,0,0
13051,167,0,0,0
2595,133.6,0,0,0
16750,150.3,0,0,0
16220,133.6,0,0,0
11299,167,0,0,0
18764,167,0,0,0
1777,167,0,0,0
13392,150.3,0,0,0
3918,167,0,0,0
12177,162,0,0,0
12254,90,0,0,0
16422,120.24,0,0,0
7550,75.6,0,0,0
16891,167,1155.851713,6.92126774,1
9830,84,0,0,0
19119,105,0,0,0
15614,133.6,0,0,0
12484,72,0,0,0
10304,162,0,0,0
8587,247,0,0,0
3736,100,0,0,0
7044,150.3,0,0,0
8030,100,0,0,0
14348,282.6,0,0,0
6027,120.24,0,0,0
14401,384,0,0,0
8128,133.6,0,0,0
19532,120.24,0,0,0
5965,309,0,0,0
10599,150.3,0,0,0
17829,100,0,0,0
5502,193.6,0,0,0
6741,120.24,0,0,0
14746,177.84,0,0,0
16885,177.84,0,0,0
8292,150.3,0,0,0
17722,167,0,0,0
16037,197.6,0,0,0
17359,133.6,0,0,0
19038,282.6,1192.903024,4.221171351,1
18677,207,0,0,0
18869,167,0,0,0
7553,133.6,0,0,0
8577,105,0,0,0
14665,334.8,0,0,0
8483,72,0,0,0
10999,282.6,0,0,0
3118,100,0,0,0
13472,197.6,0,0,0
1317,120.24,0,0,0
11594,105,0,0,0
10609,325.6,0,0,0
17007,167,0,0,0
8540,188,0,0,0
15663,247,0,0,0
13241,100,0,0,0
9934,126,699.1543469,5.548844023,1
6663,167,0,0,0
2676,133.6,0,0,0
9636,289.8,0,0,0
4273,162,0,0,0
1343,247.2,0,0,0
13604,120.24,0,0,0
12551,72,0,0,0
3125,155,0,0,0
6519,167,0,0,0
11301,197.6,0,0,0
7075,94.5,0,0,0
6348,257.6,0,0,0
15047,100,0,0,0
15932,177.84,0,0,0
9540,167,0,0,0
883,167,0,0,0
4594,167,0,0,0
17833,167,0,0,0
641,150.3,0,0,0
10840,144,0,0,0
6873,231.84,0,0,0
19334,316.8,0,0,0
18037,167,0,0,0
19876,167,0,0,0
18645,100,0,0,0
3223,314,0,0,0
10231,150.3,0,0,0
10726,150.3,0,0,0
14691,309,0,0,0
488,133.6,0,0,0
10756,133.6,0,0,0
8957,150.3,0,0,0
12645,345.6,0,0,0
13981,150.3,0,0,0
7697,100,0,0,0
18497,167,0,0,0
12461,120.24,0,0,0
11369,100,0,0,0
8912,344.88,0,0,0
4740,167,0,0,0
11719,105,0,0,0
5272,150.3,0,0,0
3844,222.3,0,0,0
15646,167,0,0,0
8111,94.5,0,0,0
16866,197.6,0,0,0
11992,105,2062.784193,19.64556374,1
7363,197.6,0,0,0
1068,150.3,0,0,0
8358,247.2,0,0,0
14043,401.4,0,0,0
19631,251.2,0,0,0
7691,133.6,0,0,0
12988,167,0,0,0
11,145.8,0,0,0
3377,105,0,0,0
16993,150.3,0,0,0
18239,150.3,0,0,0
19972,150.3,0,0,0
11379,100,0,0,0
13211,133.6,0,0,0
8550,167,0,0,0
4960,120.24,0,0,0
14570,167,0,0,0
7650,120.24,0,0,0
5987,167,0,0,0
3792,150.3,0,0,0
10523,80,0,0,0
19905,133.6,0,0,0
8542,247,0,0,0
15682,247.2,0,0,0
7977,247,0,0,0
9857,167,0,0,0
9665,167,0,0,0
14003,100,0,0,0
12553,233.1,0,0,0
9863,90,0,0,0
8625,222.48,0,0,0
4092,150.3,0,0,0
13960,72,0,0,0
624,90,0,0,0
9870,150.3,816.2452417,5.430773398,1
